"Reported_Income","Claimed_Deductions_Pct","Business_Expenses","Charitable_Contributions_Pct","Home_Office_Deduction","Num_Dependents","Amended_Returns","Tax_Credits","Investment_Income_Pct","Income_Variability_Pct","Years_Since_Last_Audit","Occupation","Tax_Adjustment_Amount"
79722,18.6,29070.5,4.9,8721.15,2,0,2965.6584,16.1,21.84,5,"Doctor",6180
87947,15.2,38416.75,8.1,16525.025,2,0,4678.5888,8.6,14.64,3,"Doctor",6116
63104,13,31273,7.1,9381.9,1,1,2024.704,2.1,15.94,10,"Self-Employed",12660
114299,16.9,40945.75,2.1,17283.725,3,0,7596.3062,14.6,15.24,10,"Lawyer",6387
89112,11.9,31218,5.6,9365.4,1,0,3446.8656,4,10.3,10,"Small Business Owner",147214
37720,17.6,11123,5.4,3336.9,1,1,3233.744,4.3,6.52,10,"Self-Employed",-7116
116447,9.5,34440.75,3.8,10332.225,3,0,3373.493,7.5,13.5,5,"Real Estate Agent",3342
111134,24.3,43345.5,9.1,16003.65,1,0,7162.1124,9.4,28.26,10,"Real Estate Agent",14255
99722,1.5,30434.5,0.1,9130.35,1,0,2319.166,5.2,26.38,5,"Small Business Owner",102789
25121,22.1,14722.25,3.2,4416.675,1,1,3035.3482,15.9,14.26,5,"Doctor",-1068
57921,11.7,29940.25,6.7,10482.075,1,0,2237.3514,8,3.2,10,"Self-Employed",7148
94065,21.3,26993.25,2.7,8097.975,1,1,6244.169,17.5,21.9,0,"Lawyer",-12188
76312,7.7,37795,2.4,11338.5,0,1,3833.2048,11.7,12.38,5,"Real Estate Agent",-3275
85440,13.3,30803,3.1,9240.9,3,1,4040.704,11.2,12.08,3,"Self-Employed",-3082
148788,16.1,37197,4.2,11159.1,2,3,7869.9736,16.6,10.84,5,"Doctor",23622
50449,10,17444.25,3.5,10233.275,0,1,3138.98,5.6,2.24,3,"Self-Employed",13446
11604,12.3,11494,5.8,3448.2,2,0,2617.4584,13.4,5.56,3,"Real Estate Agent",7368
83211,17.5,37732.75,1.7,11319.825,0,0,4620.385,10.5,14.2,5,"Self-Employed",13690
54372,17.7,28936,9,10180.8,1,0,4162.7688,2.4,0.96,5,"Real Estate Agent",11021
88381,8.9,35663.25,5.8,10698.975,0,0,4840.1818,10.6,5.24,10,"Small Business Owner",158678
50628,10,24683,5.1,7404.9,2,0,2753.56,8.6,13.04,5,"Lawyer",-13825
141362,16,44845.5,2.5,13453.65,0,0,4856.584,15.2,8.98,5,"Lawyer",14757
71289,22.1,25275.25,6.5,7582.575,1,0,5179.9738,12.9,16.36,10,"Small Business Owner",158915
60680,18.7,19658,5.1,7397.4,1,2,5925.432,0,21,3,"Self-Employed",15120
70012,7.4,32566,4.2,9769.8,1,0,1162.1776,4.7,1.88,10,"Self-Employed",138
100877,11.4,35765.25,4.8,12229.575,0,0,3189.9956,8,25.4,15,"Real Estate Agent",-11806
77920,5.8,34380,3.7,10314,3,0,903.872,15.5,6.2,5,"Lawyer",1508
26231,18.9,28086.75,2.4,8426.025,1,1,5444.5318,16.4,22.06,5,"Small Business Owner",70547
74861,10.6,30887.25,5.8,9266.175,0,0,4603.0532,13.2,15.18,5,"Small Business Owner",154137
97807,14.9,33687.75,8.5,10106.325,2,0,2914.6486,3.5,26.3,5,"Small Business Owner",103683
76170,18,34091.5,6,10227.45,2,0,5230.12,8.7,10.18,0,"Lawyer",-8220
97052,14.3,32044,3.5,9613.2,1,0,5628.6872,4.7,12.28,10,"Real Estate Agent",5525
70606,10.8,29847.5,0.8,8954.25,0,0,1768.0896,11.9,18.16,5,"Self-Employed",5952
73263,15.6,37807.75,6.8,11342.325,1,0,2530.8056,14.2,14.78,5,"Lawyer",7280
89471,8.3,29311.75,2.5,8793.525,5,1,3805.2186,19.3,17.52,5,"Real Estate Agent",1025
104788,26.9,31507,5.5,9452.1,3,1,6794.5944,9.1,11.34,3,"Self-Employed",-973
37608,2.5,14066,5.8,4219.8,1,0,3243.04,12.3,14.12,3,"Small Business Owner",41355
73995,26,34696.75,5.8,10409.025,1,1,5687.74,4.3,12.82,3,"Small Business Owner",123968
72871,17.9,31204.75,6.1,9361.425,0,0,3531.7818,9.3,24.52,10,"Real Estate Agent",4846
52232,12.1,29418,6.4,8825.4,1,0,3354.0144,5.6,7.24,10,"Real Estate Agent",13511
43969,16.4,24747.25,2.8,7424.175,2,3,2256.1832,2.9,8.96,5,"Small Business Owner",40295
56078,14.8,25135.5,2.4,7540.65,0,0,4033.9088,11.5,6.8,5,"Doctor",7575
92604,26.3,34353,1.1,15305.9,2,0,6107.9704,16.8,25.22,10,"Doctor",523
62510,26,26039.5,4.7,7811.85,1,0,4614.52,12,16.5,15,"Lawyer",16474
51453,18.8,19450.25,7.1,5835.075,1,0,4170.6328,7.1,11.14,3,"Self-Employed",6223
79902,13.6,30612.5,7.1,9183.75,1,0,4338.3344,17.9,24.86,5,"Real Estate Agent",4192
37899,15.8,17953.75,3.5,5386.125,3,0,4308.6084,9.1,15.54,15,"Doctor",-9185
106376,11.1,40109,4.4,13532.7,1,2,3781.5472,6.7,4.38,10,"Self-Employed",3638
60462,10.2,19793.5,1.7,5938.05,3,0,3531.4248,5.9,14.56,3,"Real Estate Agent",-1470
80674,13.5,24474.5,1.5,7342.35,5,0,4499.198,0.7,0.28,3,"Doctor",10599
76530,22.7,36958.5,3,11087.55,1,2,3639.462,17.3,24.22,10,"Lawyer",5934
74993,12.6,27914.25,6.3,13374.275,1,1,3831.8236,13.2,37.38,5,"Small Business Owner",204719
129281,16.4,48851.25,4.2,14655.375,2,0,5145.4168,4.7,7.98,10,"Real Estate Agent",13054
50240,21.5,27716,7.4,8314.8,0,0,4809.32,7.7,13.98,10,"Real Estate Agent",-1260
109364,17.1,33320,5.7,9996,4,0,6505.2488,12.2,6.78,10,"Doctor",-2512
75947,17.6,24299.75,9.2,7289.925,0,1,4506.3344,12.4,27.16,3,"Lawyer",14218
49944,11.7,19476,2.6,5842.8,0,0,3210.6896,1.5,7.8,15,"Self-Employed",-372
72937,15.6,18245.25,1.9,5473.575,2,0,4638.6344,12.4,15.16,3,"Self-Employed",17774
97403,10.1,35962.75,6.3,10788.825,3,0,1967.5406,11.3,4.52,0,"Self-Employed",-6504
62234,11.2,22921.5,4.1,9876.45,2,0,5136.0416,0,19.1,3,"Real Estate Agent",17042
51838,9.2,15850.5,2.7,7755.15,1,0,3526.8192,6.4,7.76,5,"Doctor",22365
79583,12.8,25627.75,1.9,7688.325,0,0,4201.3248,15.2,12.88,5,"Small Business Owner",75744
104658,16.7,42234.5,3.4,12670.35,2,0,4129.5772,1.4,6.56,5,"Small Business Owner",83040
72796,14.5,33929,4.9,10178.7,0,0,4909.084,4.5,6.6,0,"Lawyer",15546
33389,10.1,24290.25,6.7,7287.075,1,3,3973.4578,7.8,15.42,0,"Lawyer",11436
35800,10.1,15589,6,4676.7,3,0,3650.16,16.8,12.82,5,"Self-Employed",3803
51948,8.3,30722,4.8,9216.6,2,0,2839.3368,4.2,10.18,5,"Self-Employed",-1010
59187,17.1,20434.75,5.1,6130.425,0,0,5398.1954,14.2,13.28,5,"Small Business Owner",79990
74357,16.4,31849.25,4.2,9554.775,2,1,3141.9096,2.7,9.88,5,"Small Business Owner",80046
95115,7.9,32892.75,5,9867.825,1,1,3556.817,7.8,16.12,5,"Small Business Owner",119314
61961,6.6,32590.25,6.8,12777.075,2,0,1905.8852,1.7,19.38,10,"Lawyer",-4264
41584,14.6,23872,3.2,8661.6,2,0,2964.2528,8.7,18.98,3,"Doctor",4449
93213,12.7,25573.25,2.5,7671.975,2,0,5399.6102,7.5,23.7,5,"Lawyer",7891
83264,9,38117,3.4,11435.1,3,0,3821.752,13.1,9.64,15,"Small Business Owner",240101
109720,20.2,35727,4.5,10718.1,2,1,7095.688,12.7,19.28,0,"Doctor",6595
24526,14.7,12639.5,4.8,3791.85,1,1,1656.0644,11.3,12.82,5,"Lawyer",922
77620,14.9,27717,6,13315.1,1,0,5277.076,12.8,11.22,5,"Lawyer",-7806
115601,18.1,32823.25,2.8,9846.975,3,0,6733.7562,17.8,14.32,3,"Lawyer",14312
96725,17.1,31729.25,4.4,9518.775,2,0,3398.995,9.7,13.08,10,"Lawyer",15760
50023,13.4,16247.75,3.4,4874.325,4,1,3397.6164,11.5,18.5,10,"Real Estate Agent",8880
96976,9.3,41538,2.9,15461.4,2,0,2749.7536,12,18.6,0,"Self-Employed",6991
48842,20.9,21830.5,8.9,6549.15,4,1,3752.5956,13.5,11.7,15,"Doctor",5986
61398,6.4,15349.5,3.8,4604.85,1,0,1741.8944,11,23.7,3,"Doctor",-10274
110626,21.9,31483.5,6.3,12445.05,2,2,6009.4188,1.3,7.62,5,"Self-Employed",21332
66296,12.3,24980,1.9,7494,5,1,3627.8816,17,23.4,15,"Lawyer",-1158
99856,25.4,24964,6.7,8989.2,0,0,5563.6848,17.9,25.16,15,"Small Business Owner",120489
66263,14,16565.75,1.5,4969.725,0,0,3147.364,13.1,22.84,5,"Doctor",346
27709,12.2,8395.25,9,4018.575,0,1,3101.0996,14.8,20.62,5,"Lawyer",12520
49536,15.2,27315,4.3,8194.5,1,0,4102.8944,8.5,12.7,5,"Small Business Owner",108593
42344,21.6,21926,5.1,9577.8,1,0,2668.2608,14.6,24.94,5,"Lawyer",5386
60471,6,24081.75,7.5,7224.525,1,0,725.652,7,5.2,15,"Self-Employed",-4665
64911,13.5,19127.75,7.1,10738.325,0,0,3053.597,4.7,8.38,10,"Self-Employed",2033
70399,16.5,25208.75,2.9,7562.625,0,0,3179.167,16.2,8.88,15,"Doctor",-2230
67703,15.7,20931.75,3.5,6279.525,2,1,4958.8742,7.5,3,15,"Small Business Owner",136644
131766,15.6,43498.5,6.7,13049.55,4,0,7503.0992,0,15.4,10,"Lawyer",5797
33420,13.4,21082,3.7,6324.6,1,0,3313.656,9.2,3.68,3,"Self-Employed",866
62555,9.3,24660.75,3.9,7398.225,1,1,2824.523,8.3,3.32,5,"Doctor",9487
85472,29.3,32894,4.2,9868.2,1,0,8036.6592,11.1,22.54,10,"Self-Employed",-1762
123853,7.7,46298.25,0,13889.475,1,0,3660.3362,14,15.3,15,"Self-Employed",11954
77656,19.9,29580,6.6,8874,1,0,4208.7088,13.3,18.02,0,"Self-Employed",13541
112175,9.5,32865.75,5.5,9859.725,0,0,5544.325,4.8,14.12,10,"Doctor",-3760
25663,5,25861.75,5.4,12758.525,2,0,1795.63,13.7,21.98,5,"Small Business Owner",66347
118391,15.8,40811.75,7.4,12243.525,3,0,6032.1556,4.1,1.64,10,"Lawyer",24928
54283,25.5,21152.75,1.8,6345.825,0,0,4696.433,8,7,15,"Small Business Owner",114933
66707,18.1,25939.75,7.4,7781.925,0,0,6556.7934,7.7,22.58,10,"Small Business Owner",164945
41717,6.8,21676.25,6.2,6502.875,2,0,3932.3512,10.5,13.9,3,"Real Estate Agent",6372
79016,11.7,29020,9,8706,2,0,3929.9744,14.1,20.94,10,"Lawyer",-4952
128560,11.2,38641,6.2,11592.3,2,1,4218.744,3.2,15.28,15,"Doctor",4908
147665,9.3,50186.25,2.9,15055.875,1,1,4005.569,0.9,15.86,5,"Self-Employed",11174
42695,20.1,20211.75,1.4,6063.525,2,0,4512.339,8.3,14.52,5,"Lawyer",8323
89578,27.4,29312.5,3.5,11793.75,3,0,5743.8744,11.6,8.54,3,"Self-Employed",1772
116656,7.7,29839,5,8951.7,1,0,4517.5024,9.2,12.98,5,"Self-Employed",6617
69130,19.1,24501.5,2.8,7350.45,0,0,4053.766,6.5,8.5,10,"Small Business Owner",130890
68455,9.7,28980.75,2.5,8694.225,0,3,4076.027,11.8,13.32,3,"Self-Employed",24265
65857,20.5,29702.25,6.9,10410.675,1,0,4231.137,9.5,5.5,10,"Doctor",13042
92935,16.1,26861.75,5.6,8058.525,1,0,5781.507,8.4,14.86,5,"Self-Employed",-1393
116923,13.6,46787.75,5.1,14036.325,0,1,6104.3056,8.6,26.44,10,"Lawyer",25793
95629,18.6,28565.25,3.9,8569.575,3,0,5417.3988,12,10.1,0,"Doctor",21132
84606,26.1,28100.5,6.2,8430.15,3,0,7285.4332,0.9,12.36,5,"Self-Employed",11371
65944,22.1,27372,10.2,8211.6,2,0,5283.7248,8.9,16.06,15,"Self-Employed",169
89950,14,34577.5,0,10373.25,2,1,5145.6,6.3,15.62,3,"Real Estate Agent",-672
58514,18.8,24524.5,4.3,7357.35,2,1,4408.1264,11.3,9.92,10,"Self-Employed",681
66622,9.5,23692.5,6.3,7107.75,0,0,2677.818,4.5,9.9,10,"Lawyer",7242
107895,17.2,28231.75,4.9,8469.525,1,2,5628.588,21.2,17.48,3,"Doctor",2415
88260,19.8,26779,5.7,13033.7,4,1,4737.096,9.7,15.08,10,"Small Business Owner",253415
82230,17.3,31880.5,2.4,9564.15,0,0,2845.158,12.6,5.04,5,"Self-Employed",1891
67332,12,28599,4.4,8579.7,2,0,2948.968,6.4,24.46,0,"Self-Employed",4486
102931,14.8,36963.75,1.8,16089.125,1,2,6156.7576,5.9,9.96,15,"Doctor",2725
115047,12.1,38410.75,4.7,11523.225,0,1,2796.1374,11.8,21.62,10,"Self-Employed",4950
48922,17.2,22166.5,4.6,8149.95,2,0,3453.9168,11,6.3,5,"Doctor",-983
76665,13.4,29678.25,5.4,8903.475,1,0,2486.622,20.8,17.92,5,"Lawyer",3165
76472,13.9,44247,6.9,13274.1,5,0,3570.9216,10.8,4.32,5,"Small Business Owner",96179
57649,11.8,24440.25,3.3,12332.075,2,1,3723.5164,8.9,12.56,3,"Real Estate Agent",1776
45038,20.3,16138.5,8.1,4841.55,0,3,3523.5428,12.5,7.2,3,"Small Business Owner",64087
74927,16.7,34018.75,8.6,10205.625,3,2,4744.5618,7.7,28.08,5,"Real Estate Agent",1740
94665,10.2,40966.25,3,12289.875,0,0,2076.166,5.9,2.36,10,"Doctor",7943
119305,16.3,44019.25,3.3,13205.775,0,0,6976.343,7.3,10.42,10,"Real Estate Agent",9897
17725,12.3,13829.25,4.3,4148.775,0,0,2998.035,9.4,6.36,5,"Self-Employed",7069
53927,15.5,15637.75,4.2,4691.325,0,0,2078.737,9.5,3.8,0,"Lawyer",8533
65657,24.3,30263.25,7.8,9078.975,0,0,4898.9302,6,21.2,5,"Real Estate Agent",2134
25105,9.8,21979.25,8.3,9593.775,0,0,3504.058,13.6,14.74,10,"Small Business Owner",180194
52484,16.1,17140,6.7,5142,2,0,2570.9848,1.3,10.12,5,"Self-Employed",4654
51679,7.9,17679.75,2.5,5303.925,0,0,2526.5282,10.4,16.46,15,"Small Business Owner",35294
53323,18.1,19910.75,4.8,5973.225,2,0,4295.2926,12.4,20.16,5,"Small Business Owner",89680
9335,7.8,7788.75,4,2336.625,3,0,1681.626,7.6,6.94,3,"Small Business Owner",7561
81403,6.5,30208.75,9.9,9062.625,1,1,1058.239,6.1,7.14,0,"Self-Employed",2615
56042,17.8,14276.5,5.2,4282.95,1,2,4454.0952,9.5,15.4,10,"Self-Employed",17940
120615,11.2,40875.75,7.4,12262.725,1,0,4801.776,0,2.7,5,"Doctor",16602
98879,5.1,32919.75,3,9875.925,2,0,3640.5658,13.5,5.4,3,"Lawyer",-831
31394,8.4,24460.5,8.1,7338.15,0,0,2195.4192,10.6,4.94,10,"Lawyer",-4582
77952,20.4,24197,7,7259.1,0,0,3505.4416,1.1,9.74,15,"Doctor",2753
57187,15.9,33604.75,5.2,10081.425,2,0,4503.5466,0.3,18.52,3,"Doctor",9940
101648,16,34547,5.9,13364.1,0,0,5759.736,12,11.4,3,"Self-Employed",9185
76592,19.5,29680,2.9,11904,0,0,5515.088,19.7,20.18,10,"Doctor",5916
58289,16,20510.25,3.8,9153.075,4,0,3836.248,9.6,12.44,15,"Small Business Owner",57869
88152,0,22878,4.7,6863.4,0,0,2378,6.7,21.18,10,"Self-Employed",10683
79578,15.1,22114.5,6.8,8134.35,1,0,3847.2556,24,14.5,5,"Lawyer",6674
70061,8,28088.25,6.4,8426.475,0,3,3478.976,17.2,6.88,15,"Doctor",9123
135597,10.3,43772.25,5.6,13131.675,3,0,3787.2982,2.3,3.72,10,"Doctor",13350
59118,6.9,31204.5,2.7,9361.35,0,2,2393.8284,0,20.5,10,"Self-Employed",-8449
60876,16.8,24633,3.9,8889.9,1,0,3036.4336,16.9,34.26,3,"Doctor",10542
28622,26.4,23585.5,2.9,7075.65,2,0,2449.2416,14.8,17.12,5,"Doctor",11016
73784,17.4,36943,4.2,11082.9,2,0,5290.6832,14.8,7.62,3,"Small Business Owner",212198
101711,24.7,36777.75,2.3,11033.325,2,3,5981.5234,16.4,23.76,3,"Real Estate Agent",5034
12858,13.8,18136.5,2.7,5440.95,1,0,1003.8808,10.2,17.38,0,"Real Estate Agent",3726
67498,12.3,24890.5,4.4,7467.15,5,0,3611.4508,3.1,26.04,5,"Doctor",12637
39550,18.9,12057.5,0.4,3617.25,2,2,2938.99,9.9,4.46,10,"Real Estate Agent",-8864
118258,8.7,38548.5,4.4,11564.55,3,0,3770.6892,3.9,24.46,5,"Self-Employed",7162
115737,8.4,38035.25,3.9,11410.575,3,0,3109.3816,12.2,22.18,10,"Self-Employed",10745
85035,0.2,25302.75,4.8,7590.825,1,0,2098.014,17.7,21.88,15,"Self-Employed",6415
117880,3.9,38899,0.7,11669.7,1,0,1913.464,5.9,11.46,10,"Self-Employed",296
48980,12.8,29820,5.8,8946,1,1,1253.888,11.1,13.74,10,"Self-Employed",7267
103520,15.6,33754,7.8,10126.2,3,0,4062.824,3.2,18.28,10,"Self-Employed",18253
57450,13.3,33469.5,1.6,15040.85,1,0,3047.17,8.1,6.24,0,"Real Estate Agent",8945
84629,5.5,26168.25,2.1,7850.475,3,0,2069.919,13.6,6.24,5,"Self-Employed",17831
66018,9.2,19843.5,8.2,5953.05,2,0,2630.7312,13.4,14.46,5,"Self-Employed",-7345
66644,11.1,19296,5.4,5788.8,1,1,2362.4968,8.4,23.76,10,"Lawyer",-665
91383,19.5,34615.75,4.2,10384.725,2,0,6931.937,4,11.2,5,"Self-Employed",1628
35885,16.6,17629.25,7.4,6788.775,0,1,2562.382,11.7,18.68,3,"Real Estate Agent",-415
67473,10.9,27511.25,2.2,13253.375,3,1,3458.9114,5.9,13.86,10,"Lawyer",9726
80130,6.9,34866.5,7.3,11959.95,3,1,4625.794,2.5,16.6,15,"Doctor",14565
62896,14.2,32561,2.1,9768.3,4,1,3771.2464,9.1,10.94,3,"Real Estate Agent",19984
78140,6.1,27139,8.5,8141.7,0,0,3066.308,12.1,19.44,5,"Self-Employed",11559
65434,11.7,34620.5,4.1,10386.15,1,2,3606.1556,1,10.3,3,"Lawyer",14934
123550,13.5,40158.5,5.8,17047.55,1,0,5423.85,5,3.2,15,"Real Estate Agent",-2581
96426,21.1,32440.5,8.8,9732.15,3,0,5029.1772,14.8,19.52,5,"Self-Employed",15213
163976,19.5,44213,4.5,13263.9,0,0,8192.064,13.5,27.6,5,"Small Business Owner",166451
51148,16,17578,5.2,5273.4,2,0,2704.736,8,23,3,"Self-Employed",952
99431,13.9,34394.75,0.4,10318.425,2,0,3794.1818,4.6,17.34,3,"Real Estate Agent",7059
137941,12.6,45582.25,4.5,16674.675,3,1,5775.1132,10.9,7.96,5,"Lawyer",5321
84029,18,26109.25,6.4,7832.775,1,0,3057.044,10.3,7.12,15,"Doctor",-8568
42508,8,26153,6.2,7845.9,3,0,3417.128,10,16.4,10,"Real Estate Agent",11991
44810,13.2,27576.5,3.7,13272.95,1,0,4535.984,2.1,2.04,5,"Self-Employed",6115
73938,21.2,18795.5,2.7,5638.65,2,0,6895.9712,12.3,4.92,3,"Small Business Owner",60305
114274,10.9,35002.5,4.9,10500.75,0,0,3279.1732,11.9,23.26,10,"Self-Employed",10128
97512,7.4,37977,9,11393.1,2,0,4022.1776,8.1,26.34,5,"Self-Employed",128
10849,15,17545.25,5.8,8263.575,4,0,2163.47,13.4,17.16,3,"Doctor",-555
53989,16.5,24482.25,3.4,7344.675,2,0,3454.637,12.4,12.96,10,"Doctor",6205
74728,23.5,28120,7.7,8436,1,0,4605.216,10,9.3,3,"Doctor",19262
31256,10.5,18124,7,6937.2,4,0,3844.376,11.6,10.14,10,"Self-Employed",4943
95836,12.4,36208,4.7,10862.4,1,0,3419.7328,5.4,2.16,5,"Small Business Owner",181672
1160,21.2,11245,3.8,8373.5,1,0,2193.184,3.4,7.56,5,"Small Business Owner",31164
79299,13.7,46318.75,3.3,13895.625,2,0,4980.7926,13.5,28.1,15,"Small Business Owner",107349
63263,16.5,22052.75,6.1,6615.825,0,0,3049.679,7.5,25.8,10,"Lawyer",5697
60265,17.4,21674.25,7.4,6502.275,2,0,4312.222,15.9,26.66,5,"Doctor",18772
66491,21.4,30002.75,4.4,9000.825,1,0,4823.8148,10.4,13.26,5,"Doctor",-4266
84444,19.6,36695,1.2,11008.5,1,1,4424.2048,1.7,17.68,5,"Self-Employed",6180
86890,14.8,32229.5,5.7,14668.85,1,0,5837.944,17.4,27.96,10,"Small Business Owner",212200
68232,8.6,27416,5.7,8224.8,0,0,2892.5904,19.9,28.16,10,"Self-Employed",-1112
17251,14.6,13616.75,1.4,4085.025,1,0,503.7292,12.7,10.88,10,"Doctor",10523
31823,18.7,24176.75,9,7253.025,1,1,3626.1802,12.4,23.06,0,"Lawyer",15918
30910,21.4,15764.5,2.9,4729.35,1,0,4487.948,4,1.6,5,"Small Business Owner",77061
97856,18.3,32931,1.4,9879.3,1,0,5622.5296,15.3,10.12,5,"Doctor",13253
67692,7.4,32739,1.6,9821.7,4,1,2991.8416,3.2,14.18,3,"Lawyer",-4550
83090,15.6,36713.5,3.2,11014.05,0,0,4897.408,1.1,14.84,3,"Real Estate Agent",3387
28232,9.3,15465,2.9,4639.5,1,0,3076.1152,1.5,10.5,10,"Self-Employed",7180
58932,12.6,22948,6.5,6884.4,4,0,3589.0864,11.3,6.92,5,"Real Estate Agent",-3801
91874,9.5,40611.5,6,12183.45,2,0,4636.606,14.4,27.56,5,"Lawyer",4188
69650,23.5,34096.5,3.6,10228.95,2,2,4151.55,7,18.5,10,"Lawyer",2449
71546,14.1,33711.5,3.3,10113.45,2,0,4071.5972,11.9,6.76,5,"Real Estate Agent",9664
72838,24.3,24650.5,1.4,7395.15,5,1,5760.9268,8.7,10.38,5,"Doctor",4968
111327,6.3,31015.75,5.4,9304.725,2,0,2779.7202,4,7,3,"Doctor",-5432
56553,11.1,28912.25,2.9,8673.675,2,0,4031.4766,18.3,11.42,3,"Small Business Owner",156814
95284,19,34502,6.5,10350.6,2,2,6278.792,7.5,15.8,10,"Real Estate Agent",6030
101958,12.3,41828.5,3.6,12548.55,2,1,6361.1668,9.2,12.88,10,"Doctor",2207
39320,24.9,13362,6.7,9008.6,0,0,4952.136,3.8,9.12,3,"Self-Employed",2725
78638,11.7,38913.5,2.6,11674.05,0,0,2575.1292,13.5,21.7,0,"Doctor",13229
74663,4.2,27032.75,2.9,11109.825,2,1,3048.1692,0,8.6,0,"Self-Employed",2162
105874,14.5,35741.5,4.5,10722.45,1,0,6188.346,6.9,19.56,0,"Self-Employed",2332
102443,13,36912.75,6.2,11073.825,4,0,4174.518,20.2,21.88,10,"Lawyer",15980
74926,14.3,25461.5,6,7638.45,1,3,4463.8836,18.2,17.48,10,"Self-Employed",-8001
79080,10.9,30722,3.9,10716.6,0,0,3865.944,2.1,9.84,15,"Doctor",-1908
53395,11.6,20140.75,3.1,6042.225,1,0,1238.764,6.4,12.86,15,"Doctor",122
69056,11,28377,6.4,8513.1,1,0,3805.232,0.3,0.12,3,"Small Business Owner",91614
44124,13,16611,4.8,9983.3,1,1,2295.224,11.6,20.94,3,"Lawyer",3391
45991,9.3,17527.75,6.2,5258.325,0,0,1761.4326,8.7,19.88,3,"Small Business Owner",87053
38376,20.6,23619,8.9,10085.7,4,0,2187.0912,6.6,17.94,0,"Doctor",-11279
100086,10.6,46007.5,5.3,13802.25,0,0,5180.8232,7.7,3.08,15,"Self-Employed",-2050
108449,21.4,35703.25,7.8,10710.975,3,1,6409.6172,17.4,27.46,10,"Doctor",-8957
62612,7.7,22160,2.7,6648,0,0,2547.2248,6.2,19.78,3,"Small Business Owner",64053
41131,19.2,25060.75,4.9,7518.225,1,0,4449.4304,13.5,22.9,5,"Small Business Owner",135998
72362,12,26754.5,4.5,8026.35,1,0,4247.688,11.3,12.82,10,"Small Business Owner",68218
142257,15.7,48991.25,2,14697.375,1,0,7514.8698,11.7,22.88,10,"Small Business Owner",126853
136239,18.8,35917.75,5.9,10775.325,0,1,5122.5864,6.7,11.78,15,"Lawyer",24848
23406,10.4,18411.5,2.6,5523.45,4,0,2826.8448,8.8,26.52,5,"Doctor",9542
64293,16.2,36658.25,6,10997.475,1,0,4197.0932,6.2,2.48,10,"Real Estate Agent",20191
120998,14.8,41426.5,3.4,17427.95,3,1,5264.5408,16.9,25.66,3,"Lawyer",2502
73853,9.4,34788.25,3.9,10436.475,1,0,2493.4364,0,9.6,3,"Small Business Owner",156433
122922,17.9,41248.5,4.2,12374.55,0,1,6657.6076,12.4,21.16,15,"Doctor",3813
64992,3.5,31145,2.1,14343.5,0,0,1493.944,18.1,12.74,3,"Real Estate Agent",-6178
93150,22.7,31414.5,7.1,14424.35,1,1,4698.01,12.9,32.26,15,"Lawyer",9881
81727,21,28343.75,4,8503.125,3,0,4870.534,9.9,22.36,10,"Real Estate Agent",13283
171872,14,55073,6.8,16521.9,1,0,5694.416,11.1,26.24,10,"Self-Employed",12021
102614,12.8,38095.5,4.6,11428.65,0,0,5187.9184,10.2,15.48,5,"Lawyer",4466
38804,16.7,25982,4.7,7794.6,1,0,3114.0536,12.7,9.38,0,"Self-Employed",-8101
56884,12.6,28960,2.7,8688,3,0,3160.4768,13.8,13.62,10,"Real Estate Agent",5974
86107,14,27830.75,6.1,8349.225,2,0,3084.996,0,6.2,10,"Real Estate Agent",9132
17970,16.1,12998.5,5.1,3899.55,3,2,3297.634,16.8,17.02,10,"Small Business Owner",63995
20868,14.5,14207,4.1,4262.1,1,0,4534.172,11.3,16.02,0,"Lawyer",-1506
41345,23.6,23574.25,6.6,7072.275,3,0,4059.484,12.8,15.32,5,"Lawyer",-625
64562,13.3,19054.5,5.8,5716.35,3,0,2751.3492,7.2,22.58,3,"Lawyer",4990
112167,10.6,43004.75,5.1,17901.425,1,1,2652.9404,2.1,11.64,5,"Doctor",9593
66774,9.3,26886.5,5,8065.95,1,1,1883.9964,9,14.7,5,"Doctor",13911
79871,12.2,30604.75,7.3,9181.425,2,0,3995.8524,14.5,10.8,5,"Doctor",15160
73062,10.1,32023.5,4.8,9607.05,0,0,4450.8524,9.9,19.26,0,"Real Estate Agent",-7546
53843,19.7,23146.75,9,6944.025,0,1,5254.4142,6.4,12.96,3,"Real Estate Agent",6672
115866,16.2,35453.5,5.9,10636.05,0,1,4881.0584,13.7,28.68,3,"Small Business Owner",199258
42105,14.5,16928.25,4.6,5078.475,2,0,2344.045,17.6,11.14,10,"Doctor",6079
68147,15.1,24272.75,7.2,7281.825,3,0,5326.0394,6.6,14.14,5,"Self-Employed",18972
64565,10.5,27554.25,2.1,8266.275,0,3,2958.865,15.1,11.64,5,"Real Estate Agent",-4080
90964,26.8,25627,7.5,7688.1,1,0,6306.6704,7.2,16.38,10,"Lawyer",23001
123217,19,34487.25,1,10346.175,2,0,8266.246,13.1,27.44,3,"Lawyer",11229
90414,18.9,36992.5,6.9,11097.75,0,0,4224.6492,17.9,27.56,0,"Small Business Owner",192794
116471,15.9,35328.75,7.6,10598.625,0,0,4366.7778,7.6,10.64,3,"Lawyer",-6149
97893,15.8,32323.25,1.7,9696.975,2,1,6252.4188,18.2,27.18,3,"Small Business Owner",61011
56262,18.4,35176.5,4.3,10552.95,0,1,5047.4416,2.1,0.84,5,"Doctor",6250
